"product id","product title","product urls"
6143,"realme C33 (Aqua Blue, 32 GB)(3 GB RAM)",[['https://www.flipkart.com/realme-c33-aqua-blue-32-gb/p/itma112335dbe78a']]
6144,"realme C33 (Night Sea, 32 GB)(3 GB RAM)",[['https://www.flipkart.com/realme-c33-aqua-blue-32-gb/p/itma112335dbe78a']]
6145,"vivo T1 44W (Midnight Galaxy, 128 GB)(4 GB RAM)",[]
6148,"vivo T1X (Space Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/vivo-t1x-space-blue-64-gb/p/itm9e8207e7825a9'], ['https://www.flipkart.com/vivo-y20-obsidian-black-64-gb/p/itm10285cb0a8dd9']]"
6150,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)(4 GB RAM)","[['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f13-4gb-ram-camel-128gb-sm-e135fidgins/buy/'], ['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f13-4gb-ram-camel-128gb-sm-e135fidgins/'], ['https://www.flipkart.com/samsung-galaxy-f13-sunrise-copper-128-gb/p/itm99a231fa8bbf6'], ['https://www.amazon.com/Samsung-SM-A135F-Factory-Unlocked-International/dp/B09YT29CMM']]"
6153,"REDMI 10 (Caribbean Green, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/redmi-10-caribbean-green-64-gb/p/itmbfb8dfcdd6e10'], ['https://www.vijaysales.com/redmi-10-4-gb-ram-64-gb-rom-caribbean-green/20035'], ['https://www.flipkart.com/redmi-10-pacific-blue-64-gb/p/itm0f2a6a2112b75']]"
6156,"vivo T1 5G (Silky White, 128 GB)(6 GB RAM)",[['https://www.amazon.in/-/hi/Vivo-V2141-vivo-T1-5G/dp/B09V1QK6FD']]
6157,"vivo T1X (Space Blue, 128 GB)(4 GB RAM)","[['https://www.flipkart.com/vivo-t1x-space-blue-64-gb/p/itm9e8207e7825a9'], ['https://www.flipkart.com/vivo-y20-obsidian-black-64-gb/p/itm10285cb0a8dd9']]"
6158,"vivo T1X (Gravity Black, 128 GB)(4 GB RAM)","[['https://www.flipkart.com/vivo-t1x-space-blue-64-gb/p/itm9e8207e7825a9'], ['https://www.flipkart.com/vivo-y20-obsidian-black-64-gb/p/itm10285cb0a8dd9']]"
6159,"realme C33 (Aqua Blue, 64 GB)(4 GB RAM)",[['https://www.flipkart.com/realme-c33-aqua-blue-32-gb/p/itma112335dbe78a']]
6160,"REDMI 10 Prime (Phantom Black, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/redmi-10-prime-phantom-black-128-gb/p/itm9377b4c936baa'], ['https://www.mi.com/in/product/redmi-10-prime/']]"
6161,"realme C33 (Sandy Gold, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/realme-c33-aqua-blue-32-gb/p/itma112335dbe78a'], ['https://www.amazon.in/realme-2021-Storage-Medium-RMX3231/dp/B09G5YXDL9']]"
6163,"Infinix Hot 12 (Turquoise Cyan, 64 GB)(4 GB RAM)",[['https://www.amazon.eg/-/en/Infinix-Hot-Pro-X608-Dual/dp/B07FPBPRTG']]
6168,"vivo T1X (Space Blue, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/vivo-t1x-space-blue-64-gb/p/itm9e8207e7825a9'], ['https://www.flipkart.com/vivo-y20-obsidian-black-64-gb/p/itm10285cb0a8dd9']]"
6170,"realme C35 (Glowing Green, 64 GB)(4 GB RAM)",[['https://www.flipkart.com/realme-c35-glowing-black-64-gb/p/itmafb045222b2cf']]
6171,"Infinix Smart 6 HD (Force Black, 32 GB)(2 GB RAM)","[['https://www.flipkart.com/infinix-smart-6-hd-aqua-sky-32-gb/p/itme9743e28b0cf7'], ['https://www.flipkart.com/pickastore-back-cover-infinix-smart-6-hd-x6512/p/itmfcc0e6ab55785'], ['https://www.amazon.in/-/hi/Infinix-X6512-Smart-6HD/dp/B0BSVLBGD5'], ['https://www.amazon.in/Fastship-Infinix-X6512-Smart-6HD/dp/B0BMZJ19S9']]"
6174,"Infinix Smart 6 HD (Origin Blue, 32 GB)(2 GB RAM)","[['https://www.flipkart.com/infinix-smart-6-hd-aqua-sky-32-gb/p/itme9743e28b0cf7'], ['https://www.flipkart.com/pickastore-back-cover-infinix-smart-6-hd-x6512/p/itmfcc0e6ab55785'], ['https://www.amazon.in/-/hi/Infinix-X6512-Smart-6HD/dp/B0BSVLBGD5'], ['https://www.amazon.in/Fastship-Infinix-X6512-Smart-6HD/dp/B0BMZJ19S9']]"
6176,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)(4 GB RAM)","[['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f13-4gb-ram-awesomeblue-128gb-sm-e135flbgins/buy/'], ['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f13-4gb-ram-awesomeblue-128gb-sm-e135flbgins/'], ['https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b'], ['https://www.flipkart.com/gs-smart-front-back-screen-guard-samsung-galaxy-f13-flexible-sm-e135flbgins/p/itm4e90b7526859b'], ['https://www.amazon.com/Samsung-SM-A135F-Factory-Unlocked-International/dp/B09YT29CMM']]"
6179,"realme 9 (Sunburst Gold, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/ocean-zone-back-cover-realme-9-4g-rmx3521/p/itm40dd44cbdb0ba'], ['https://www.flipkart.com/indicraft-tempered-glass-guard-realme-9-rmx3521-matte-screen/p/itmb03623fa8998a'], ['https://www.flipkart.com/realme-9-5g-supersonic-black-64-gb/p/itm4f3814d50ff53'], ['https://www.amazon.in/realme-2021-Storage-Medium-RMX3231/dp/B09G5YXDL9']]"
6180,"SAMSUNG Galaxy F22 (Denim Blue, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/samsung-galaxy-f22-denim-blue-128-gb/p/itm30c755943bea0'], ['https://www.flipkart.com/accezory-back-cover-samsung-galaxy-f22-sm-e225flbhins-l-alphabet-heart-printed/p/itm563d8021d4838']]"
6181,SAMSUNG GT-E1215(Indigo Blue),[['https://www.amazon.in/Samsung-Guru-1215-GT-E1215-Black/dp/B09MTVDZCL']]
6185,"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)(2 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6190,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)(4 GB RAM)","[['https://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/p/itm1fd5f52e56b16'], ['https://www.amazon.in/Renewed-SAMSUNG-Galaxy-Forest-Storage/dp/B0BGHHF3LD'], ['http://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/product-reviews/itm4001e68fda319?pid=MOBGBKQF3QM4GHWN']]"
6193,"POCO M5 (Icy Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/kridha-flip-cover-poco-m5-mzb0cezin-blue-brown-mix/p/itm4f7b7bad34b95'], ['https://www.flipkart.com/tenty-back-cover-poco-m5-mzb0cezin-design-146/p/itm834e11103339f']]"
6194,"Infinix Hot 12 (Polar Black, 64 GB)(4 GB RAM)",[['https://www.amazon.eg/-/en/Infinix-Hot-Pro-X608-Dual/dp/B07FPBPRTG']]
6195,"MOTOROLA g31 (Baby Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/paystore-back-cover-motorola-g31-pasl0003in-moto/p/itm522356d827d1a'], ['https://www.amazon.in/COVERBLACK-Motorola-Moto-G31-PASL0003IN/dp/B09WJP19SX']]"
6197,"POCO C31 (Royal Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86'], ['https://arcus-www.amazon.in/COVERBLACK-Silicone-Rubber-C31-MZB0A0KIN/dp/B09XHYCCCX']]"
6198,"Itel Magic2 4G (WiFi, Hotspot Tethering)(Black)",[['https://www.flipkart.com/itel-magic2-4g-wifi-hotspot-tethering/p/itm914d7f68d7aff']]
6199,"vivo T1 5G (Silky White, 128 GB)(4 GB RAM)",[['https://www.amazon.in/-/hi/Vivo-V2141-vivo-T1-5G/dp/B09V1QK6FD']]
6201,"MOTOROLA G62 5G (Frosted Blue, 128 GB)(6 GB RAM)",[['https://www.flipkart.com/motorola-g62-5g-frosted-blue-128-gb/p/itm556a0153d9a10']]
6207,"realme 9 (Stargaze White, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/ocean-zone-back-cover-realme-9-4g-rmx3521/p/itm40dd44cbdb0ba'], ['https://www.flipkart.com/indicraft-tempered-glass-guard-realme-9-rmx3521-matte-screen/p/itmb03623fa8998a'], ['https://www.flipkart.com/realme-9-5g-supersonic-black-64-gb/p/itm4f3814d50ff53'], ['https://www.amazon.in/realme-2021-Storage-Medium-RMX3231/dp/B09G5YXDL9']]"
6208,"realme 9i 5G (Rocking Black, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/realme-9i-5g-rocking-black-64-gb/p/itm32c638d54e6b5'], ['https://www.flipkart.com/realme-9i-5g-rocking-black-64-gb/p/itm32c638d54e6b5'], ['https://www.amazon.in/Realme-9i-5G-Soulful-Storage/dp/B0BGJ3F39N']]"
6209,"vivo T1 5G (Starlight Black, 128 GB)(8 GB RAM)",[['https://www.amazon.in/-/hi/Vivo-V2141-vivo-T1-5G/dp/B09V1QK6FD']]
6212,"OPPO K10 (Blue Flame, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/oppo-k10-black-carbon-128-gb/p/itm6205e7e72fe0c'], ['https://www.flipkart.com/pickastore-back-cover-oppo-k10-cph2373/p/itm01e985a3566d7']]"
6213,"realme 9 (Meteor Black, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/ocean-zone-back-cover-realme-9-4g-rmx3521/p/itm40dd44cbdb0ba'], ['https://www.flipkart.com/indicraft-tempered-glass-guard-realme-9-rmx3521-matte-screen/p/itmb03623fa8998a'], ['https://www.flipkart.com/realme-9-5g-supersonic-black-64-gb/p/itm4f3814d50ff53'], ['https://www.amazon.in/realme-2021-Storage-Medium-RMX3231/dp/B09G5YXDL9']]"

